"","Region","Province","CityProvince","Barangay","Population","HouseholdPopulation","Nhouseholds","Area","BrgyCount","BrgyArea","BrgyDensity"
"15587","REGION III - CENTRAL LUZON","PAMPANGA","MAGALANG","San Pedro II",5435,5430,1202,21906.19,2268,9.6588139329806,562.698488418114
"25911","REGION V - BICOL","SORSOGON","MAGALLANES","Caditaan",3443,3443,738,18114.47,2484,7.29245974235105,472.131505917645
"18326","REGION IV-A – CALABARZON","CAVITE","MAGALLANES","Urdaneta",2191,2191,480,16576.26,2968,5.58499326145552,392.301279058123
"18325","REGION IV-A – CALABARZON","CAVITE","MAGALLANES","Tua",2079,2079,407,16576.26,2968,5.58499326145552,372.247539553554
"18327","REGION IV-A – CALABARZON","CAVITE","MAGALLANES","Kabulusan",1978,1978,435,16576.26,2968,5.58499326145552,354.163363750327
"18315","REGION IV-A – CALABARZON","CAVITE","MAGALLANES","Bendita I",1944,1944,425,16576.26,2968,5.58499326145552,348.075621400726
"24251","REGION V - BICOL","CAMARINES SUR","MAGARAO","Santa Lucia (Pob.)",5476,5476,1151,18114.47,2484,7.29245974235105,750.912612955278
"24241","REGION V - BICOL","CAMARINES SUR","MAGARAO","Carangcang",3227,3227,672,18114.47,2484,7.29245974235105,442.511870344537
"24247","REGION V - BICOL","CAMARINES SUR","MAGARAO","San Isidro (Pob.)",3200,3181,665,18114.47,2484,7.29245974235105,438.809415897898
"24240","REGION V - BICOL","CAMARINES SUR","MAGARAO","Bell (Pob.)",2281,2281,502,18114.47,2484,7.29245974235105,312.788836769721
"24253","REGION V - BICOL","CAMARINES SUR","MAGARAO","Santo Tomas (Pob.)",1524,1524,306,18114.47,2484,7.29245974235105,208.982984321374
"18932","REGION IV-A – CALABARZON","LAGUNA","MAGDALENA","Cigaras",3106,3106,673,16576.26,2968,5.58499326145552,556.133168760625
"18940","REGION IV-A – CALABARZON","LAGUNA","MAGDALENA","Poblacion",2485,2475,585,16576.26,2968,5.58499326145552,444.942345257616
"18942","REGION IV-A – CALABARZON","LAGUNA","MAGDALENA","Salasad",2477,2477,602,16576.26,2968,5.58499326145552,443.509935293003
"18928","REGION IV-A – CALABARZON","LAGUNA","MAGDALENA","Buenavista",2209,2209,491,16576.26,2968,5.58499326145552,395.5242014785
"18934","REGION IV-A – CALABARZON","LAGUNA","MAGDALENA","Ibabang Butnong",1735,1735,378,16576.26,2968,5.58499326145552,310.653911075237
"5001","MIMAROPA REGION","ROMBLON ","MAGDIWANG","Tampayan",2944,2940,642,29606.25,1209,24.4882133995037,120.221101963268
"4999","MIMAROPA REGION","ROMBLON ","MAGDIWANG","Poblacion",2586,2581,549,29606.25,1209,24.4882133995037,105.601823939202
"4997","MIMAROPA REGION","ROMBLON ","MAGDIWANG","Ipil",1716,1716,353,29606.25,1209,24.4882133995037,70.0745281823939
"4996","MIMAROPA REGION","ROMBLON ","MAGDIWANG","Dulangan",1621,1621,344,29606.25,1209,24.4882133995037,66.195110829639
"4994","MIMAROPA REGION","ROMBLON ","MAGDIWANG","Agutay",1616,1616,326,29606.25,1209,24.4882133995037,65.9909309689677
"39720","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MAGPET","Poblacion",6849,6849,1582,22786.08,1088,20.9430882352941,327.029133576289
"39716","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MAGPET","Manobo",2832,2824,622,22786.08,1088,20.9430882352941,135.223610204125
"39702","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MAGPET","Basak",2535,2501,569,22786.08,1088,20.9430882352941,121.042320574667
"39719","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MAGPET","Pangao-an",2499,2486,576,22786.08,1088,20.9430882352941,119.323376377157
"39715","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MAGPET","Mahongcog",1875,1869,441,22786.08,1088,20.9430882352941,89.5283436203156
"38890","REGION XI - DAVAO ","DAVAO DEL SUR","MAGSAYSAY","Poblacion",7695,7683,1962,20433.38,980,20.850387755102,369.057884696511
"3935","MIMAROPA REGION","OCCIDENTAL MINDORO","MAGSAYSAY","Poblacion",8987,8984,2205,29606.25,1209,24.4882133995037,366.992881570614
"38878","REGION XI - DAVAO ","DAVAO DEL SUR","MAGSAYSAY","Barayong",5724,5724,1489,20433.38,980,20.850387755102,274.527268616352
"38891","REGION XI - DAVAO ","DAVAO DEL SUR","MAGSAYSAY","San Isidro",4096,4096,1047,20433.38,980,20.850387755102,196.447185928124
"38893","REGION XI - DAVAO ","DAVAO DEL SUR","MAGSAYSAY","Tacul",3711,3711,909,20433.38,980,20.850387755102,177.98230150861
"38228","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","MAGSAYSAY (LINUGOS)","Consuelo",3846,3846,843,20458.51,1635,12.5128501529052,307.364026021445
"38232","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","MAGSAYSAY (LINUGOS)","Kibungsod",3155,3155,625,20458.51,1635,12.5128501529052,252.140796177239
"38227","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","MAGSAYSAY (LINUGOS)","Candiis",2823,2817,551,20458.51,1635,12.5128501529052,225.608072142106
"38237","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","MAGSAYSAY (LINUGOS)","San Isidro",2259,2259,409,20458.51,1635,12.5128501529052,180.534408419773
"38239","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","MAGSAYSAY (LINUGOS)","Santa Cruz",2059,2059,411,20458.51,1635,12.5128501529052,164.55083972391
"8859","REGION I - ILOCOS","ILOCOS SUR","MAGSINGAL","Puro",4535,4535,1141,12964.62,2609,4.96919126101955,912.623354945999
"8850","REGION I - ILOCOS","ILOCOS SUR","MAGSINGAL","Manzante",1887,1886,547,12964.62,2609,4.96919126101955,379.739861253164
"8858","REGION I - ILOCOS","ILOCOS SUR","MAGSINGAL","Patong",1508,1508,377,12964.62,2609,4.96919126101955,303.469905018427
"8841","REGION I - ILOCOS","ILOCOS SUR","MAGSINGAL","Bungro",1466,1466,361,12964.62,2609,4.96919126101955,295.017825435686
"8852","REGION I - ILOCOS","ILOCOS SUR","MAGSINGAL","Miramar",1408,1408,391,12964.62,2609,4.96919126101955,283.3459060119
"1234","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MAGUING","Bato-bato",2103,2103,334,36650.95,2081,17.6121816434407,119.405990840619
"1248","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MAGUING","Maguing Proper",1238,1238,173,36650.95,2081,17.6121816434407,70.2922570901982
"1247","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MAGUING","Madaya",1192,1192,166,36650.95,2081,17.6121816434407,67.6804284745689
"1249","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MAGUING","Malungun",1098,1098,177,36650.95,2081,17.6121816434407,62.3432134774133
"1230","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MAGUING","Bolao",1082,1082,154,36650.95,2081,17.6121816434407,61.4347513502379
"33533","REGION VIII - EASTERN VISAYAS","LEYTE","MAHAPLAG","Poblacion",3909,3909,851,23234.78,3102,7.49025789813024,521.877891677907
"33534","REGION VIII - EASTERN VISAYAS","LEYTE","MAHAPLAG","Polahongon",2928,2928,555,23234.78,3102,7.49025789813024,390.907768440244
"33528","REGION VIII - EASTERN VISAYAS","LEYTE","MAHAPLAG","Malinao",1787,1787,420,23234.78,3102,7.49025789813024,238.576564959944
"33517","REGION VIII - EASTERN VISAYAS","LEYTE","MAHAPLAG","Campin",1729,1729,379,23234.78,3102,7.49025789813024,230.833173371988
"33540","REGION VIII - EASTERN VISAYAS","LEYTE","MAHAPLAG","Union",1599,1599,309,23234.78,3102,7.49025789813024,213.477295674846
"11333","REGION II - CAGAYAN VALLEY","BATANES","MAHATAO","Panatayan",449,448,121,29836.88,1886,15.8201908801697,28.3814527524326
"11332","REGION II - CAGAYAN VALLEY","BATANES","MAHATAO","Kaumbakan",425,425,125,29836.88,1886,15.8201908801697,26.8644040529707
"11331","REGION II - CAGAYAN VALLEY","BATANES","MAHATAO","Hañib",365,365,102,29836.88,1886,15.8201908801697,23.071782304316
"11334","REGION II - CAGAYAN VALLEY","BATANES","MAHATAO","Uvoy (Pob.)",316,316,95,29836.88,1886,15.8201908801697,19.9744745429147
"21770","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MAHAYAG","Poblacion (Upper Mahayag)",6908,6872,1462,16904.03,1576,10.7259073604061,644.048076109661
"21772","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MAHAYAG","San Isidro",3134,3118,658,16904.03,1576,10.7259073604061,292.189732270944
"21764","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MAHAYAG","Sicpao",2830,2830,614,16904.03,1576,10.7259073604061,263.847141776251
"21773","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MAHAYAG","San Jose",2458,2458,496,16904.03,1576,10.7259073604061,229.164761302482
"21762","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","MAHAYAG","Lower Salug Daku",2215,2163,450,16904.03,1576,10.7259073604061,206.509335347843
"36837","REGION X - NORTHERN MINDANAO","CAMIGUIN","MAHINOG","Poblacion",2932,2927,605,20458.51,1635,12.5128501529052,234.319117081351
"36832","REGION X - NORTHERN MINDANAO","CAMIGUIN","MAHINOG","Benoni",1610,1610,322,20458.51,1635,12.5128501529052,128.667728001697
"36842","REGION X - NORTHERN MINDANAO","CAMIGUIN","MAHINOG","San Roque",1315,1315,303,20458.51,1635,12.5128501529052,105.091964175299
"36835","REGION X - NORTHERN MINDANAO","CAMIGUIN","MAHINOG","Hubangon",1273,1273,306,20458.51,1635,12.5128501529052,101.735414749168
"36844","REGION X - NORTHERN MINDANAO","CAMIGUIN","MAHINOG","Tupsan Pequeño",1217,1217,278,20458.51,1635,12.5128501529052,97.2600155143263
"37141","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","MAIGO","Balagatasa",4090,4090,887,20458.51,1635,12.5128501529052,326.863979830398
"37150","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","MAIGO","Poblacion",3454,3445,808,20458.51,1635,12.5128501529052,276.036231377554
"37145","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","MAIGO","Labuay",2882,2882,673,20458.51,1635,12.5128501529052,230.323224907386
"37146","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","MAIGO","Liangan West",2155,2155,496,20458.51,1635,12.5128501529052,172.222952697924
"37152","REGION X - NORTHERN MINDANAO","LANAO DEL NORTE","MAIGO","Segapod",2110,2110,525,20458.51,1635,12.5128501529052,168.626649741355
"1963","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","MAIMBUNG","Poblacion (Maimbung)",9086,9086,1416,36650.95,2081,17.6121816434407,515.892930469742
"1952","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","MAIMBUNG","Kulasi",4370,4370,604,36650.95,2081,17.6121816434407,248.123718484787
"1956","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","MAIMBUNG","Laud Kulasi",2711,2711,397,36650.95,2081,17.6121816434407,153.927551673285
"1957","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","MAIMBUNG","Laum Maimbung",2337,2337,447,36650.95,2081,17.6121816434407,132.69224945056
"1944","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","MAIMBUNG","Bualo Lipid",1919,1919,315,36650.95,2081,17.6121816434407,108.958676378102
"41425","REGION XIII – CARAGA","SURIGAO DEL NORTE","MAINIT","Matin-ao",4177,4153,946,21120.56,1004,21.0364143426295,198.560454836425
"41427","REGION XIII – CARAGA","SURIGAO DEL NORTE","MAINIT","Quezon (Pob.)",3743,3737,831,21120.56,1004,21.0364143426295,177.929562473722
"41422","REGION XIII – CARAGA","SURIGAO DEL NORTE","MAINIT","Magsaysay (Pob.)",2074,2056,477,21120.56,1004,21.0364143426295,98.5909464521774
"41429","REGION XIII – CARAGA","SURIGAO DEL NORTE","MAINIT","San Francisco",2051,2041,447,21120.56,1004,21.0364143426295,97.4976042301909
"41430","REGION XIII – CARAGA","SURIGAO DEL NORTE","MAINIT","San Isidro",1851,1851,397,21120.56,1004,21.0364143426295,87.9902805607427
"40675","REGION XII - SOCCSKSARGEN","SARANGANI","MAITUM","Old Poblacion (Maitum)",4458,4458,1161,22786.08,1088,20.9430882352941,212.862589791662
"40672","REGION XII - SOCCSKSARGEN","SARANGANI","MAITUM","Malalag (Pob.)",4451,4441,1167,22786.08,1088,20.9430882352941,212.528350642146
"40670","REGION XII - SOCCSKSARGEN","SARANGANI","MAITUM","Mabay",3842,3842,987,22786.08,1088,20.9430882352941,183.449544634268
"40673","REGION XII - SOCCSKSARGEN","SARANGANI","MAITUM","Mindupok",3564,3564,745,22786.08,1088,20.9430882352941,170.175475553496
"40677","REGION XII - SOCCSKSARGEN","SARANGANI","MAITUM","Pinol",3248,3248,723,22786.08,1088,20.9430882352941,155.086965375352
"18978","REGION IV-A – CALABARZON","LAGUNA","MAJAYJAY","San Miguel (Pob.)",2621,2621,668,16576.26,2968,5.58499326145552,469.29331465602
"18976","REGION IV-A – CALABARZON","LAGUNA","MAJAYJAY","San Francisco (Pob.)",2354,2354,558,16576.26,2968,5.58499326145552,421.486632087093
"18981","REGION IV-A – CALABARZON","LAGUNA","MAJAYJAY","Suba",1929,1908,439,16576.26,2968,5.58499326145552,345.389852717079
"18969","REGION IV-A – CALABARZON","LAGUNA","MAJAYJAY","Origuel (Pob.)",1551,1551,340,16576.26,2968,5.58499326145552,277.70848188916
"18980","REGION IV-A – CALABARZON","LAGUNA","MAJAYJAY","Santa Catalina (Pob.)",1336,1333,313,16576.26,2968,5.58499326145552,239.212464090211
"26337","REGION VI - WESTERN VISAYAS","AKLAN","MAKATO","Poblacion",3288,3274,766,12773.46,2724,4.68922907488987,701.181355717245
"26334","REGION VI - WESTERN VISAYAS","AKLAN","MAKATO","Dumga",2170,2145,503,12773.46,2724,4.68922907488987,462.762634399763
"26333","REGION VI - WESTERN VISAYAS","AKLAN","MAKATO","Cayangwan",2125,2125,525,12773.46,2724,4.68922907488987,453.1661742394
"26327","REGION VI - WESTERN VISAYAS","AKLAN","MAKATO","Baybay",2077,2077,481,12773.46,2724,4.68922907488987,442.929950068345
"26331","REGION VI - WESTERN VISAYAS","AKLAN","MAKATO","Calimbajan",2068,2068,496,12773.46,2724,4.68922907488987,441.010658036272
"39758","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MAKILALA","Poblacion",10645,10472,2438,22786.08,1088,20.9430882352941,508.282249513738
"39760","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MAKILALA","Saguing",7389,7385,1754,22786.08,1088,20.9430882352941,352.81329653894
"39752","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MAKILALA","Malasila",6986,6986,1586,22786.08,1088,20.9430882352941,333.570671216813
"39761","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MAKILALA","San Vicente",5973,5973,1374,22786.08,1088,20.9430882352941,285.201491436877
"39745","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","MAKILALA","Kisante",4824,4692,1082,22786.08,1088,20.9430882352941,230.338522466348
"631","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MALABANG","Matalin",3176,3176,459,36650.95,2081,17.6121816434407,180.329732244321
"609","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MALABANG","Corahab",2846,2846,418,36650.95,2081,17.6121816434407,161.592700871328
"626","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MALABANG","Tuboc",2452,2452,349,36650.95,2081,17.6121816434407,139.221820989633
"629","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MALABANG","Jose Abad Santos",2438,2438,407,36650.95,2081,17.6121816434407,138.426916628355
"607","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","MALABANG","Campo Muslim",2350,2350,343,36650.95,2081,17.6121816434407,133.43037492889
"31315","REGION VII - CENTRAL VISAYAS","CEBU","MALABUYOC","Montañeza (Inamlang)",3229,3229,613,10452.01,1866,5.60129153269025,576.47419013185
"31317","REGION VII - CENTRAL VISAYAS","CEBU","MALABUYOC","Santo Niño",2630,2630,497,10452.01,1866,5.60129153269025,469.534567992185
"31309","REGION VII - CENTRAL VISAYAS","CEBU","MALABUYOC","Cerdeña (Ansan)",1993,1993,363,10452.01,1866,5.60129153269025,355.810796200922
"31319","REGION VII - CENTRAL VISAYAS","CEBU","MALABUYOC","Barangay I (Pob.)",1638,1634,340,10452.01,1866,5.60129153269025,292.432556034677
"31312","REGION VII - CENTRAL VISAYAS","CEBU","MALABUYOC","Lombo",1441,1441,325,10452.01,1866,5.60129153269025,257.26209599876
"38908","REGION XI - DAVAO ","DAVAO DEL SUR","MALALAG","Poblacion",6208,6183,1607,20433.38,980,20.850387755102,297.740266172312
"38900","REGION XI - DAVAO ","DAVAO DEL SUR","MALALAG","Bulacan",4833,4833,1267,20433.38,980,20.850387755102,231.794250388335
"38898","REGION XI - DAVAO ","DAVAO DEL SUR","MALALAG","Baybay",4113,4063,1077,20433.38,980,20.850387755102,197.262518486907
"38906","REGION XI - DAVAO ","DAVAO DEL SUR","MALALAG","New Baclayon",3892,3892,1033,20433.38,980,20.850387755102,186.663195222719
"38910","REGION XI - DAVAO ","DAVAO DEL SUR","MALALAG","Bagumbayan",2773,2773,658,20433.38,980,20.850387755102,132.99512855925
"22449","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","MALANGAS","Poblacion",8233,8233,1988,16904.03,1576,10.7259073604061,767.580748496069
"22440","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","MALANGAS","La Dicha",3123,3123,802,16904.03,1576,10.7259073604061,291.164178009623
"22439","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","MALANGAS","Kigay",2042,2042,433,16904.03,1576,10.7259073604061,190.380163783429
"22438","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","MALANGAS","Guilawa",1730,1730,411,16904.03,1576,10.7259073604061,161.291715644139
"22434","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","MALANGAS","Candiis",1517,1517,378,16904.03,1576,10.7259073604061,141.433255856739
"40691","REGION XII - SOCCSKSARGEN","SARANGANI","MALAPATAN","Poblacion (Malapatan)",15920,15907,3161,22786.08,1088,20.9430882352941,760.155322898893
"40686","REGION XII - SOCCSKSARGEN","SARANGANI","MALAPATAN","Kinam",10830,10830,2128,22786.08,1088,20.9430882352941,517.115712750943
"40689","REGION XII - SOCCSKSARGEN","SARANGANI","MALAPATAN","Lun Padidu",10226,10226,2403,22786.08,1088,20.9430882352941,488.275648992718
"40692","REGION XII - SOCCSKSARGEN","SARANGANI","MALAPATAN","Sapu Masla",7763,7763,1517,22786.08,1088,20.9430882352941,370.671216813072
"40694","REGION XII - SOCCSKSARGEN","SARANGANI","MALAPATAN","Tuyan",6340,6340,1382,22786.08,1088,20.9430882352941,302.725172561494
"10564","REGION I - ILOCOS","PANGASINAN","MALASIQUI","Poblacion",8027,8027,2055,12964.62,2609,4.96919126101955,1615.35340025392
"10571","REGION I - ILOCOS","PANGASINAN","MALASIQUI","Talospatang",3259,3259,741,12964.62,2609,4.96919126101955,655.841127622715
"10574","REGION I - ILOCOS","PANGASINAN","MALASIQUI","Tambac",3243,3243,681,12964.62,2609,4.96919126101955,652.62128778167
"10535","REGION I - ILOCOS","PANGASINAN","MALASIQUI","Don Pedro",3077,3077,661,12964.62,2609,4.96919126101955,619.215449430836
"10553","REGION I - ILOCOS","PANGASINAN","MALASIQUI","Nalsian Norte",3046,3046,661,12964.62,2609,4.96919126101955,612.977009738812
"26350","REGION VI - WESTERN VISAYAS","AKLAN","MALAY","Manoc-Manoc",14810,14569,3298,12773.46,2724,4.68922907488987,3158.30166611083
"26342","REGION VI - WESTERN VISAYAS","AKLAN","MALAY","Balabag",12296,11752,3607,12773.46,2724,4.68922907488987,2622.17942515184
"26345","REGION VI - WESTERN VISAYAS","AKLAN","MALAY","Caticlan",7996,7837,1699,12773.46,2724,4.68922907488987,1705.18434316152
"26356","REGION VI - WESTERN VISAYAS","AKLAN","MALAY","Yapak",5161,4897,1021,12773.46,2724,4.68922907488987,1100.60735305861
"26348","REGION VI - WESTERN VISAYAS","AKLAN","MALAY","Cubay Sur",1423,1423,324,12773.46,2724,4.68922907488987,303.461395737725
"2653","CORDILLERA ADMINISTRATIVE REGION","ABRA","MALIBCONG","Malibcong (Pob.)",516,468,115,19818.12,1079,18.3671177015755,28.09368396195
"2654","CORDILLERA ADMINISTRATIVE REGION","ABRA","MALIBCONG","Mataragan",474,474,96,19818.12,1079,18.3671177015755,25.8069887557447
"2651","CORDILLERA ADMINISTRATIVE REGION","ABRA","MALIBCONG","Gacab",408,408,84,19818.12,1079,18.3671177015755,22.2136105745651
"2650","CORDILLERA ADMINISTRATIVE REGION","ABRA","MALIBCONG","Duldulao",307,307,64,19818.12,1079,18.3671177015755,16.7146530548811
"2648","CORDILLERA ADMINISTRATIVE REGION","ABRA","MALIBCONG","Buanao",270,270,69,19818.12,1079,18.3671177015755,14.7001834684622
"23064","REGION V - BICOL","ALBAY","MALILIPOT","San Jose",5110,5110,1148,18114.47,2484,7.29245974235105,700.723786011956
"23063","REGION V - BICOL","ALBAY","MALILIPOT","San Isidro Iraya",4686,4686,1014,18114.47,2484,7.29245974235105,642.581538405485
"23062","REGION V - BICOL","ALBAY","MALILIPOT","San Isidro Ilawod",3705,3705,705,18114.47,2484,7.29245974235105,508.059026844285
"23052","REGION V - BICOL","ALBAY","MALILIPOT","Canaway",2599,2599,498,18114.47,2484,7.29245974235105,356.395522474574
"23067","REGION V - BICOL","ALBAY","MALILIPOT","Santa Teresa",2573,2573,559,18114.47,2484,7.29245974235105,352.830195970404
"41439","REGION XIII – CARAGA","SURIGAO DEL NORTE","MALIMONO","Cantapoy",2560,2560,609,21120.56,1004,21.0364143426295,121.693742968936
"41444","REGION XIII – CARAGA","SURIGAO DEL NORTE","MALIMONO","Masgad",2411,2411,551,21120.56,1004,21.0364143426295,114.610786835198
"41445","REGION XIII – CARAGA","SURIGAO DEL NORTE","MALIMONO","Pili",1609,1609,351,21120.56,1004,21.0364143426295,76.4864189207104
"41448","REGION XIII – CARAGA","SURIGAO DEL NORTE","MALIMONO","Cansayong",1435,1435,290,21120.56,1004,21.0364143426295,68.2150473282905
"41443","REGION XIII – CARAGA","SURIGAO DEL NORTE","MALIMONO","Karihatag",1387,1387,293,21120.56,1004,21.0364143426295,65.933289647623
"23079","REGION V - BICOL","ALBAY","MALINAO","Estancia",4293,4293,1010,18114.47,2484,7.29245974235105,588.690257015524
